customer_id,nome,email,numero_conta,data_nascimento,cidade,gender,age,credit_score,tenure,limite_credito,products_number,credit_card,active_member,estimated_salary,churn,NewBalance,country_France,country_Germany,country_Spain
15745266,Leandro Nunes Ferreira,leandro.nunes@yahoo.com.br,41736-9,1969-03-04,Madrid,1,55,434,6,0.0,1,0,1,73562.05,1,0.0,False,False,True
15661670,Aline Carvalho Araújo,aline.carvalho@terra.com.br,34061-8,1993-06-06,Berlin,0,31,524,8,294495.54,1,1,0,199725.39,1,-12.281352923143928,False,True,False
15675963,Ana Clara Souza,ana.clara@outlook.com,22174-6,1967-07-23,Toulouse,0,57,627,9,0.0,2,1,1,107712.42,0,0.0,True,False,False
15788126,Letícia Ferreira Silva,leticia.ferreira@hotmail.com,16581-5,1986-09-01,Zaragoza,0,38,689,6,166581.71,1,1,1,12182.15,0,12.396866956967548,False,False,True
15636860,André Costa Araújo,Sin Registro,85796-9,1981-02-19,Marseille,1,43,625,4,111563.24,1,1,0,71216.6,0,12.407798792914562,True,False,False
15633461,Rodrigo Santos Gomes,rodrigo.santos@hotmail.com,02651-4,1986-05-19,Munich,1,38,639,5,241347.83,1,1,1,149599.62,0,12.469750047469924,False,True,False
15747677,Fernando Henrique Costa,fernando.henrique@terra.com.br,68958-3,1955-03-21,Sevilla,1,69,656,6,187162.31,1,1,1,36108.5,0,12.126492064422363,False,False,True
15749905,Letícia Ferreira Silva,leticia.ferreira@hotmail.com,62428-6,1977-11-17,Bilbao,0,47,698,6,0.0,1,1,0,50213.81,1,0.0,False,False,True
15672152,Thiago Alves Pereira,thiago.alves@gmail.com,82502-5,1987-06-11,Cologne,1,37,850,9,260135.81,1,0,1,199693.84,1,12.409065569819974,False,True,False
15567980,Renata Souza Ribeiro,renata.souza@yahoo.com.br,75633-3,1978-12-11,Hamburg,0,46,537,5,136598.57,1,0,1,140857.76,1,12.213321310390723,False,True,False
15692235,Débora Ribeiro Lima,debora.ribeiro@outlook.com,36515-5,1986-08-14,Toulouse,0,38,750,1,0.0,2,1,0,47764.99,0,0.0,True,False,False
15709447,Mariana Costa Santos,mariana.costa@terra.com.br,78409-3,1998-06-12,Toulouse,0,26,584,0,222884.59,1,1,0,105105.35,0,12.58646757312318,True,False,False
15722037,Lucas Ferreira Lima,lucas.ferreira@terra.com.br,93981-2,1988-06-05,Munich,1,36,610,7,319611.33,1,0,1,42581.04,0,12.349844104277029,False,True,False
15647306,Letícia Ferreira Silva,leticia.ferreira@terra.com.br,89794-2,1995-09-01,Lyon,0,29,777,9,75810.11,1,1,1,163746.09,1,12.477934815611874,True,False,False
15786249,Ricardo Borges Silva,ricardo.borges@terra.com.br,11333-9,1994-08-19,Valencia,1,30,616,2,0.0,2,1,0,199099.51,0,0.0,False,False,True
15743871,André Costa Araújo,andre.costa@yahoo.com.br,45882-8,1965-12-07,Nantes,1,59,567,3,0.0,2,1,0,25843.7,1,0.0,True,False,False
15578835,Mariana Costa Santos,mariana.costa@outlook.com,06621-3,1974-04-08,Zaragoza,0,50,675,1,90695.35,1,0,1,8270.06,0,12.492791078844942,False,False,True
15572428,Mariana Costa Santos,mariana.costa@yahoo.com.br,73535-0,1991-05-09,Berlin,0,33,717,0,223258.88,1,1,1,100240.2,0,12.352570373240646,False,True,False
15631838,Lucas Ferreira Lima,lucas.ferreira@hotmail.com,87800-3,1963-03-22,Lyon,1,61,606,5,57954.11,2,0,1,8643.21,0,-12.284570375746384,True,False,False
15669516,Thiago Alves Pereira,thiago.alves@yahoo.com.br,61818-1,1988-12-04,Valencia,1,36,746,2,0.0,2,1,1,16436.56,0,0.0,False,False,True
15570004,João Pedro Souza,joao.pedro@terra.com.br,25753-8,1993-12-14,Nice,1,31,850,3,0.0,2,1,0,121866.87,0,0.0,True,False,False
15679813,Bruno Souza Martins,bruno.souza@yahoo.com.br,41457-2,1996-10-25,Bilbao,1,28,727,1,0.0,1,1,0,40357.39,0,0.0,False,False,True
15703399,Elaine Pinto Mendes,elaine.pinto@outlook.com,55512-9,1998-09-02,Toulouse,0,26,756,5,256096.53,2,0,1,154460.68,0,12.222350834012015,True,False,False
15797787,João Pedro Souza,joao.pedro@yahoo.com.br,34205-5,1988-12-22,Lyon,1,36,614,1,94991.17,1,1,0,146134.68,0,12.374225633887631,True,False,False
15679453,Cristiane Moreira Pinto,cristiane.moreira@yahoo.com.br,24825-4,1985-10-28,Frankfurt,0,39,614,8,193541.12,1,1,1,128049.34,1,12.437162302773842,False,True,False
15802009,Ana Clara Souza,ana.clara@uol.com.br,81627-1,1991-01-16,Lyon,0,33,770,6,0.0,2,1,1,100240.2,0,0.0,True,False,False
15595221,Juliana Alves Pereira,juliana.alves@outlook.com,36685-1,1991-06-11,Cologne,0,33,850,7,156578.96,1,1,0,100240.2,0,12.50379016898846,False,True,False
15709741,Carlos Eduardo Silva,carlos.eduardo@gmail.com,33800-9,1996-08-06,Paris,1,28,668,4,145871.93,1,1,0,193018.71,0,12.275050703595852,True,False,False
15634245,Letícia Ferreira Silva,leticia.ferreira@gmail.com,28608-9,1977-12-25,Munich,0,47,758,9,272200.92,1,1,0,73294.48,0,12.160271190743623,False,True,False
15802478,Bruno Souza Martins,bruno.souza@yahoo.com.br,66993-2,1993-10-05,Madrid,1,31,767,6,0.0,2,1,1,195668.0,0,0.0,False,False,True
15694946,Rodrigo Santos Gomes,rodrigo.santos@uol.com.br,74787-7,1989-02-22,Bordeaux,1,35,663,9,0.0,2,1,1,100240.2,0,0.0,True,False,False
15746258,Leandro Nunes Ferreira,leandro.nunes@uol.com.br,94006-4,1995-01-02,Paris,1,29,622,7,149788.78,1,1,1,100240.2,0,-12.220832776888445,True,False,False
15763579,Patrícia Rocha Alves,patricia.rocha@yahoo.com.br,12396-4,1988-08-20,Frankfurt,0,36,702,2,65017.17,2,1,1,52909.87,0,12.257382299806462,False,True,False
15676242,André Costa Araújo,andre.costa@gmail.com,37245-5,1993-12-14,Zaragoza,1,31,632,3,238009.26,1,1,0,82152.83,1,12.517640468574744,False,False,True
15752915,Larissa Pereira Gomes,larissa.pereira@hotmail.com,38537-1,1990-07-05,Toulouse,0,34,488,2,0.0,2,1,1,181270.84,0,0.0,True,False,False
15790594,Natália Santos Martins,natalia.santos@yahoo.com.br,90111-8,1997-03-24,Paris,0,27,535,6,0.0,2,0,1,49775.58,0,0.0,True,False,False
15584704,Ricardo Borges Silva,Formato Inválido,90038-0,1976-01-26,Bordeaux,1,48,519,10,121781.2,1,1,0,100240.2,0,11.864764454557491,True,False,False
15629150,Elaine Pinto Mendes,elaine.pinto@gmail.com,15162-6,1987-06-14,Lyon,0,37,721,1,0.0,2,1,0,70810.8,0,0.0,True,False,False
15571305,Ana Clara Souza,ana.clara@yahoo.com.br,72616-9,1989-01-23,Hamburg,0,35,588,1,169854.19,1,1,0,179866.01,1,12.23621991539093,False,True,False
15701741,Débora Ribeiro Lima,debora.ribeiro@hotmail.com,92931-3,1985-12-27,Nice,0,39,711,3,300273.71,1,1,0,90305.97,0,12.62782302582746,True,False,False
15731478,Amanda Oliveira Rocha,Sin Registro,29202-5,1982-05-24,Nice,0,42,712,1,196537.93,1,0,0,92223.59,0,12.076453362079013,True,False,False
15752885,Felipe Lima Santos,felipe.lima@outlook.com,41015-6,1982-02-02,Paris,1,42,529,1,435208.44,1,1,1,82276.62,0,12.660320933666474,True,False,False
15637131,André Costa Araújo,andre.costa@outlook.com,99533-8,1986-10-05,Nice,1,38,829,9,0.0,2,1,0,100240.2,0,0.0,True,False,False
15777122,Débora Ribeiro Lima,Sin Registro,89305-4,1993-04-08,Paris,0,31,553,4,0.0,2,1,1,89087.4,0,0.0,True,False,False
15618213,Cristiane Moreira Pinto,Sin Registro,45604-5,1992-02-10,Lyon,0,32,674,7,112134.36,1,1,1,100240.2,0,12.052431019480396,True,False,False
15777452,Amanda Oliveira Rocha,Formato Inválido,06049-9,1978-03-08,Marseille,0,46,587,6,230453.43,1,0,0,100240.2,0,12.087517574462796,True,False,False
15739123,Alexandre Moreira Dias,alexandre.moreira@yahoo.com.br,59371-5,1974-08-14,Berlin,1,50,737,4,131144.39,2,1,0,4225.11,0,12.449433248074394,False,True,False
15644400,Rafael Oliveira Costa,rafael.oliveira@hotmail.com,86090-2,1980-07-21,Bordeaux,1,44,709,9,226639.39,1,1,0,117031.2,0,12.45762466782073,True,False,False
15598894,Lucas Ferreira Lima,lucas.ferreira@yahoo.com.br,75743-6,1986-07-02,Valencia,1,38,784,10,219872.04,1,0,0,145759.93,0,12.407116589524971,False,False,True
15707473,Amanda Oliveira Rocha,amanda.oliveira@gmail.com,72791-2,1976-11-26,Berlin,0,48,850,6,197583.52,1,1,0,111755.8,0,12.319070829819095,False,True,False
15695499,Ana Clara Souza,ana.clara@terra.com.br,92953-9,1979-09-04,Toulouse,0,45,510,10,229066.62,2,0,1,77878.62,0,12.243575248985676,True,False,False
15725355,Priscila Rocha Nunes,Formato Inválido,31269-6,1981-11-24,Bordeaux,0,43,439,8,0.0,1,0,1,104889.3,0,0.0,True,False,False
15728963,Camila Martins Lima,Sin Registro,00358-2,1973-11-07,Cologne,0,51,617,10,437651.08,1,0,0,93439.75,1,12.72053391233842,False,True,False
15815690,Renata Souza Ribeiro,renata.souza@hotmail.com,03200-7,1984-07-03,Zaragoza,0,40,614,3,122659.67,1,1,1,77789.01,0,12.33136960307948,False,False,True
15777616,Leandro Nunes Ferreira,leandro.nunes@hotmail.com,26907-3,1996-02-16,Cologne,1,28,605,10,177743.25,1,1,0,33114.24,0,12.334385206229928,False,True,False
15721793,Débora Ribeiro Lima,debora.ribeiro@outlook.com,59176-8,1974-02-05,Munich,0,50,510,7,266609.1,1,1,1,23768.01,0,12.420672119968737,False,True,False
15730044,Vanessa Gomes Carvalho,vanessa.gomes@hotmail.com,35885-9,1982-02-27,Hamburg,0,42,809,6,139131.7,3,0,1,182436.81,1,11.76753574490938,False,True,False
15644295,Ana Clara Souza,ana.clara@hotmail.com,80821-0,1985-05-16,Zaragoza,0,39,731,2,278067.84,1,1,1,74850.93,0,12.443641095943905,False,False,True
15715907,André Costa Araújo,andre.costa@yahoo.com.br,64323-0,1960-01-12,Bordeaux,1,64,699,9,228896.28,1,1,0,27980.8,1,12.329259012439293,True,False,False
15619016,Marcos Pereira Rocha,Sin Registro,36354-4,1978-12-18,Frankfurt,1,46,660,5,126319.28,2,1,1,33680.56,0,12.292430600773992,False,True,False
15694717,Marcos Pereira Rocha,marcos.pereira@outlook.com,25219-1,1987-10-09,Frankfurt,1,37,544,2,103037.95,1,1,1,57558.95,0,-11.979572341659871,False,True,False
15738497,Vinicius Araújo Lima,vinicius.araujo@gmail.com,32868-5,1980-03-11,Barcelona,1,44,729,4,191777.79,2,1,0,153064.87,0,12.280502058894823,False,False,True
15793723,Leandro Nunes Ferreira,leandro.nunes@hotmail.com,83789-5,1992-04-21,Cologne,1,32,607,9,365805.0,2,1,0,176580.63,0,12.572603351506158,False,True,False
15791114,Alexandre Moreira Dias,alexandre.moreira@uol.com.br,84745-8,1987-08-21,Nantes,1,37,700,1,391639.27,1,1,0,160670.37,0,12.507505910473409,True,False,False
15604813,Gustavo Pinto Ribeiro,gustavo.pinto@terra.com.br,64792-6,1984-09-03,Nantes,1,40,936,7,0.0,2,0,1,158071.69,0,-0.0,True,False,False
15624510,Carlos Eduardo Silva,carlos.eduardo@uol.com.br,85765-3,1972-11-23,Nice,1,52,696,6,218487.65,1,1,0,27445.4,1,12.540979800920365,True,False,False
15634180,Fernando Henrique Costa,fernando.henrique@gmail.com,57048-6,1998-05-05,Berlin,1,26,729,4,247955.11,2,1,0,39356.38,0,12.178373543001138,False,True,False
15666173,Letícia Ferreira Silva,leticia.ferreira@outlook.com,86381-8,1992-03-24,Stuttgart,0,32,793,1,236963.98,1,1,1,138191.81,0,12.16950181037393,False,True,False
15806184,Alexandre Moreira Dias,alexandre.moreira@hotmail.com,29059-6,1991-07-05,Madrid,1,33,618,4,0.0,2,1,1,77550.18,0,0.0,False,False,True
15651740,Débora Ribeiro Lima,debora.ribeiro@terra.com,20561-4,1994-09-07,Madrid,0,30,525,5,0.0,2,0,1,100240.2,0,0.0,False,False,True
15777994,Letícia Ferreira Silva,Sin Registro,71227-8,1985-09-06,Lyon,0,39,718,3,0.0,2,1,1,145355.11,0,0.0,True,False,False
15651883,Vanessa Gomes Carvalho,vanessa.gomes@terra.com,38279-0,1969-07-14,Munich,0,55,794,6,262512.16,1,1,0,160526.36,1,12.352738526884236,False,True,False
15732175,Leandro Nunes Ferreira,Sin Registro,23136-5,1987-11-21,Paris,1,37,776,2,0.0,1,0,1,8065.0,0,0.0,True,False,False
15644200,Larissa Pereira Gomes,larissa.pereira@uol.com.br,67680-8,1982-04-26,Valencia,0,42,807,1,0.0,1,1,0,16500.66,1,0.0,False,False,True
15671779,Rodrigo Santos Gomes,rodrigo.santos@terra.com.br,29936-0,1985-05-18,Paris,1,39,567,5,0.0,2,0,0,168521.72,0,0.0,True,False,False
15775709,Mônica Dias Borges,monica.dias@uol.com.br,43813-8,1997-11-04,Paris,0,27,832,10,58343.97,1,1,0,30912.89,0,12.19187483190567,True,False,False
15621768,André Costa Araújo,andre.costa@yahoo.com.br,07102-6,1979-06-21,Bilbao,1,45,712,6,172612.66,1,0,0,198398.68,0,12.328242932020444,False,False,True
15568506,Juliana Alves Pereira,juliana.alves@yahoo.com.br,29661-1,1993-05-25,Munich,0,31,524,10,136733.02,2,1,1,161811.23,0,11.809155598480796,False,True,False
15593900,Gabriel Rocha Carvalho,gabriel.rocha@outlook.com,29392-6,1986-06-15,Nantes,1,38,705,1,527146.79,1,0,1,106648.58,0,12.844994447876214,True,False,False
15779247,Juliana Alves Pereira,juliana.alves@hotmail.com,32030-7,2000-04-08,Sevilla,0,24,683,8,136330.97,1,1,0,100240.2,0,12.19163999409612,False,False,True
15671630,Fernanda Lima Costa,fernanda.lima@yahoo.com.br,43255-2,1984-04-17,Cologne,0,40,796,1,187687.53,1,1,0,177524.19,0,12.20352891300916,False,True,False
15748381,Silvana Costa Ferreira,silvana.costa@hotmail.com,18680-8,1995-05-04,Toulouse,0,29,613,6,376165.82,2,1,1,77242.19,0,12.82508489973423,True,False,False
15716284,Fernando Henrique Costa,fernando.henrique@hotmail.com,58477-2,1981-01-04,Toulouse,1,43,543,9,0.0,2,1,1,78858.07,0,0.0,True,False,False
15699772,Débora Ribeiro Lima,debora.ribeiro@gmail.com,52937-0,1984-09-06,Munich,0,40,428,3,256248.7,2,1,0,72876.43,1,12.462636350014687,False,True,False
15759805,Vanessa Gomes Carvalho,vanessa.gomes@yahoo.com.br,84795-2,1992-10-25,Marseille,0,32,582,4,0.0,2,1,0,59668.81,0,0.0,True,False,False
15680112,Beatriz Nunes Ferreira,beatriz.nunes@outlook.com,19010-6,1989-08-14,Hamburg,0,35,473,7,289392.82,1,1,0,189560.43,0,12.479945280109217,False,True,False
15707596,Beatriz Nunes Ferreira,beatriz.nunes@outlook.com,79994-6,1950-07-02,Cologne,0,74,546,8,240602.37,2,1,1,66732.63,1,12.344866641354232,False,True,False
15628059,Rodrigo Santos Gomes,rodrigo.santos@yahoo.com.br,90767-1,1963-12-15,Nantes,1,61,529,1,0.0,2,1,1,191370.97,0,0.0,True,False,False
15775912,Vinicius Araújo Lima,vinicius.araujo@yahoo.com.br,30386-7,1976-09-04,Bordeaux,1,48,698,4,300494.36,2,0,1,177815.87,1,12.218379010659255,True,False,False
15617252,Priscila Rocha Nunes,priscila.rocha@hotmail.com,24561-0,1991-08-20,Paris,0,33,697,1,60675.32,1,1,0,172524.51,0,12.07079916495536,True,False,False
