customer_id,nome,email,numero_conta,data_nascimento,cidade,country,gender,age,credit_score,tenure,balance,limite_credito,products_number,credit_card,active_member,estimated_salary,churn,NewBalance
15766417,Mônica Dias Borges,monica.dias@terra.com.br,12435-8,1964-05-02,Nice,France,Female,60,678,2,0.0,0.0,2,1,1,43821.56,0,0.0
15592116,Renata Souza Ribeiro,renata.souza@uol.com.br,06882-0,1985-08-28,Paris,France,Female,39,585,7,0.0,0.0,2,1,0,2401.26,0,0.0
15589725,Aline Carvalho Araújo,aline.carvalho@gmail.com,94666-3,1973-05-20,Bordeaux,France,Female,51,740,4,0.0,0.0,2,1,1,178929.84,0,0.0
15810167,Bruno Souza Martins,bruno.souza@outlook.com,26731-9,1949-02-23,Sevilla,Spain,Male,75,657,7,126273.95,374582.04,1,0,1,91673.6,0,12.439356212692195
15621466,Mateus Carvalho Alves,mateus.carvalho@uol.com.br,71355-9,1986-07-23,Hamburg,Germany,Male,38,606,3,99897.53,195156.04,1,0,0,37054.65,0,12.205047420191256
15780746,Lucas Ferreira Lima,lucas.ferreira@terra.com.br,46832-6,1963-05-05,Toulouse,France,Male,61,705,4,0.0,0.0,2,1,1,191313.7,0,0.0
15766288,Mariana Costa Santos,mariana.costa@hotmail.com,71650-6,1988-01-01,Frankfurt,Germany,Female,36,586,5,103700.69,172321.89,1,1,0,194072.56,1,12.24241122858774
15613734,Camila Martins Lima,camila.martins@hotmail.com,46624-2,1991-09-15,Bordeaux,France,Female,33,640,6,84719.13,208303.48,2,1,1,113048.79,0,12.040243891695525
15750772,Silvana Costa Ferreira,silvana.costa@terra.com.br,45109-3,1986-12-14,Marseille,France,Female,38,671,6,132129.72,93494.58,1,0,1,76068.95,0,12.484686626855177
15607312,Vanessa Gomes Carvalho,vanessa.gomes@hotmail.com,76675-0,1975-02-08,Madrid,Spain,Female,49,648,10,0.0,0.0,2,1,1,159835.78,1,0.0
15633141,Aline Carvalho Araújo,aline.carvalho@terra.com.br,70200-9,1989-09-27,Berlin,Germany,Female,35,696,4,174902.26,212411.6,1,1,0,69079.85,0,12.765129763160852
15591010,Paulo Roberto Mendes,paulo.roberto@yahoo.com.br,75892-2,1969-01-01,Cologne,Germany,Male,55,434,8,109339.17,140619.5,2,1,0,96405.88,1,12.295357162000487
15665784,Bruno Souza Martins,bruno.souza@gmail.com,78403-8,1997-11-02,Toulouse,France,Male,27,637,9,128940.24,323386.03,1,1,0,46786.92,0,12.460251500768713
15583480,Vanessa Gomes Carvalho,Formato Inválido,84327-1,1988-06-08,Paris,France,Female,36,807,4,-0.0,0.0,2,0,1,147007.33,0,-0.0
15694272,Leandro Nunes Ferreira,Sin Registro,40124-2,1994-06-07,Nice,France,Male,30,673,1,64097.75,170615.77,1,1,1,77783.35,0,11.761311721509431
15657468,Mônica Dias Borges,monica.dias@outlook.com,48727-5,1971-01-22,Hamburg,Germany,Female,53,711,5,-123805.03,168043.56,1,1,0,102428.51,0,-12.419610449031977
15708513,Natália Santos Martins,natalia.santos@terra.com.br,06788-6,1985-10-26,Lyon,France,Female,39,446,1,90217.07,57892.39,1,1,0,191350.48,0,12.103121114856322
15651052,João Pedro Souza,joao.pedro@uol.com.br,97341-2,1978-01-25,Munich,Germany,Male,46,399,2,127655.22,71674.23,1,1,0,139994.68,1,12.450235495475798
15791972,Natália Santos Martins,Formato Inválido,81406-5,2004-01-22,Nantes,France,Female,20,748,7,0.0,0.0,2,0,0,10792.42,0,0.0
15622750,Renata Souza Ribeiro,renata.souza@hotmail.com,89977-4,2003-03-18,Munich,Germany,Female,21,742,1,114292.48,269714.91,1,1,0,31520.4,0,12.339663236421584
15801351,Mateus Carvalho Alves,mateus.carvalho@hotmail.com,54317-8,1984-08-24,Paris,France,Male,40,583,3,0.0,0.0,2,1,0,47728.0,0,0.0
15792008,Ana Clara Souza,ana.clara@yahoo.com.br,21158-7,1998-09-12,Madrid,Spain,Female,26,555,9,0.0,0.0,2,0,1,158918.03,0,0.0
15727696,Fernando Henrique Costa,fernando.henrique@hotmail.com,15056-6,1982-04-05,Paris,France,Male,42,592,1,-147249.29,262786.41,2,1,1,63023.02,0,-12.593029460341935
15572360,Paulo Roberto Mendes,paulo.roberto@gmail.com,28918-2,1994-10-08,Lyon,France,Male,30,683,10,57657.49,120566.17,1,0,0,79240.9,0,11.655422619835985
15716324,Amanda Oliveira Rocha,amanda.oliveira@uol.com.br,10833-3,2001-07-20,Nantes,France,Female,23,665,9,143672.9,428076.98,1,1,1,115147.33,0,12.56844164751962
15797692,Juliana Alves Pereira,juliana.alves@uol.com.br,91128-1,1991-06-03,Nantes,France,Female,33,659,7,89939.62,218665.22,1,1,0,136540.09,0,12.10004101586771
15590011,Gustavo Pinto Ribeiro,gustavo.pinto@outlook.com,53870-4,1986-08-17,Bilbao,Spain,Male,38,749,9,129378.32,187585.61,1,1,1,100240.2,0,12.46364328508314
15781574,Thiago Alves Pereira,thiago.alves@hotmail.com,45156-6,1948-08-24,Bilbao,Spain,Male,76,636,9,126534.6,272672.52,1,1,1,39789.62,0,12.441418248112662
15791867,Thiago Alves Pereira,thiago.alves@hotmail.com,90578-3,1980-03-19,Munich,Germany,Male,44,544,2,108895.93,260025.41,1,0,0,69228.2,1,12.29129511506629
15603794,Bruno Souza Martins,bruno.souza@yahoo.com.br,40404-0,1976-07-28,Marseille,France,Male,48,623,5,118469.38,91703.65,1,1,1,158590.25,0,12.37555699012045
15587394,João Pedro Souza,joao.pedro@uol.com.br,54701-9,1985-09-10,Marseille,France,Male,39,462,4,140133.08,272584.1,2,0,0,131304.45,0,12.543495002085772
15628972,Alexandre Moreira Dias,alexandre.moreira@outlook.com,46581-9,1992-03-09,Cologne,Germany,Male,32,699,1,92350.36,287879.0,3,1,1,127443.82,1,12.126492064422365
15665879,Camila Martins Lima,camila.martins@yahoo.com.br,81144-1,1984-05-23,Bordeaux,France,Female,40,768,8,0.0,0.0,2,0,1,69080.46,0,0.0
15813660,Felipe Lima Santos,felipe.lima@gmail.com,97577-3,1984-04-14,Barcelona,Spain,Male,40,754,2,160625.17,186740.78,1,0,1,3554.63,0,12.679975973566455
15776827,Mateus Carvalho Alves,mateus.carvalho@gmail.com,93992-6,1987-05-17,Stuttgart,Germany,Male,37,770,5,141547.26,177790.26,2,0,1,180326.83,0,12.55353611380749
15798024,Alexandre Moreira Dias,alexandre.moreira@yahoo.com.br,73848-8,1940-03-21,Stuttgart,Germany,Male,84,537,8,-92242.34,174646.38,1,1,1,186235.98,0,-12.125321703814134
15785980,Diego Martins Nunes,Formato Inválido,29727-0,1990-12-10,Madrid,Spain,Male,34,588,6,121132.26,247068.38,2,1,0,86460.28,0,12.397785466054332
15687218,Renata Souza Ribeiro,renata.souza@yahoo.com.br,59947-3,1997-06-10,Nice,France,Female,27,674,4,79144.34,180777.6,1,0,1,50743.83,0,11.972175733560533
15648461,André Costa Araújo,andre.costa@outlook.com,88497-9,1987-09-26,Bilbao,Spain,Male,37,688,7,138162.41,162563.25,2,1,1,113926.31,0,12.529332336785183
15736271,Ana Clara Souza,ana.clara@outlook.com,37599-6,1995-01-09,Toulouse,France,Female,29,498,9,0.0,0.0,1,1,0,190035.83,0,0.0
15773277,Felipe Lima Santos,felipe.lima@uol.com.br,65764-6,1989-09-19,Paris,France,Male,35,676,5,106836.67,251243.41,2,1,0,84199.78,0,12.272203679218176
15778368,Gustavo Pinto Ribeiro,gustavo.pinto@hotmail.com,80071-9,1974-05-22,Munich,Germany,Male,50,552,4,121175.56,162740.77,1,1,0,117505.07,1,12.398142862695178
15686436,Leandro Nunes Ferreira,leandro.nunes@hotmail.com,83347-6,1992-10-01,Barcelona,Spain,Male,32,523,4,0.0,0.0,2,1,0,167848.02,0,0.0
15710689,Alexandre Moreira Dias,alexandre.moreira@gmail.com,36370-0,1984-09-04,Zaragoza,Spain,Male,40,578,6,63609.92,121841.73,1,0,0,74965.61,1,11.753671892629901
15584897,Vanessa Gomes Carvalho,vanessa.gomes@yahoo.com.br,20226-7,1993-01-18,Paris,France,Female,31,639,3,98360.03,218095.52,1,0,0,100240.2,0,12.189536981917902
15806967,Elaine Pinto Mendes,elaine.pinto@hotmail.com,35852-4,1959-02-15,Marseille,France,Female,65,778,7,0.0,0.0,1,1,1,77867.23,0,0.0
15634281,Débora Ribeiro Lima,debora.ribeiro@terra.com.br,60702-3,1981-02-15,Stuttgart,Germany,Female,43,720,10,110822.9,153329.41,1,0,0,72861.94,0,12.308835891220882
15706593,Priscila Rocha Nunes,priscila.rocha@uol.com.br,64324-5,1974-04-10,Barcelona,Spain,Female,50,850,10,0.0,0.0,2,1,1,33741.84,0,0.0
15684395,Elaine Pinto Mendes,elaine.pinto@hotmail.com,87811-8,1979-07-12,Barcelona,Spain,Female,45,446,10,125191.69,224443.94,1,1,1,100240.2,1,12.430748542219277
15640260,Mateus Carvalho Alves,mateus.carvalho@yahoo.com.br,98168-2,1992-04-03,Cologne,Germany,Male,32,595,8,131081.66,208283.29,2,1,1,69428.79,0,12.47672294732903
15776850,Priscila Rocha Nunes,priscila.rocha@outlook.com,63428-3,1981-05-01,Bilbao,Spain,Female,43,749,1,124209.02,112911.03,1,1,1,167179.48,0,12.422868251219324
15760641,Alexandre Moreira Dias,alexandre.moreira@yahoo.com.br,86014-9,1998-09-24,Frankfurt,Germany,Male,26,936,1,106648.98,189818.82,1,0,1,7063.6,0,12.270445340441313
15632272,Débora Ribeiro Lima,debora.ribeiro@outlook.com,35419-6,1982-08-22,Bordeaux,France,Female,42,792,2,92350.36,0.0,2,1,0,92664.09,0,12.126492064422365
15779414,Thiago Alves Pereira,thiago.alves@hotmail.com,08496-3,1984-04-14,Sevilla,Spain,Male,40,696,3,153639.11,96521.41,1,1,1,138351.68,0,12.635508870251298
15584452,Fernando Henrique Costa,fernando.henrique@outlook.com,81294-4,1983-02-13,Nantes,France,Male,41,936,6,0.0,0.0,2,0,0,167181.77,0,0.0
15693264,Silvana Costa Ferreira,silvana.costa@outlook.com,61932-5,1995-08-01,Toulouse,France,Female,29,583,10,0.0,0.0,2,1,1,111285.85,0,0.0
15691871,Rafael Oliveira Costa,rafael.oliveira@outlook.com,03364-2,1982-10-01,Cologne,Germany,Male,42,503,9,153279.39,106053.27,1,1,1,151336.96,0,12.63316479412226
15631267,Thiago Alves Pereira,thiago.alves@yahoo.com.br,06817-3,1974-05-26,Paris,France,Male,50,641,6,153590.73,85461.18,2,1,1,130910.78,0,12.635193926882524
15715988,Felipe Lima Santos,felipe.lima@outlook.com,21913-2,1989-03-14,Nice,France,Male,35,793,2,0.0,0.0,2,1,1,79704.12,0,0.0
15662500,Marcos Pereira Rocha,marcos.pereira@hotmail.com,50901-2,1992-01-04,Valencia,Spain,Male,32,774,9,0.0,0.0,2,1,0,10604.48,0,0.0
15745266,Leandro Nunes Ferreira,leandro.nunes@yahoo.com.br,41736-9,1969-03-04,Madrid,Spain,Male,55,434,6,0.0,0.0,1,0,1,73562.05,1,0.0
15661670,Aline Carvalho Araújo,aline.carvalho@terra.com.br,34061-8,1993-06-06,Berlin,Germany,Female,31,524,8,-107818.63,294495.54,1,1,0,199725.39,1,-12.281352923143928
15675963,Ana Clara Souza,ana.clara@outlook.com,22174-6,1967-07-23,Toulouse,France,Female,57,627,9,0.0,0.0,2,1,1,107712.42,0,0.0
15788126,Letícia Ferreira Silva,leticia.ferreira@hotmail.com,16581-5,1986-09-01,Zaragoza,Spain,Female,38,689,6,121021.05,166581.71,1,1,1,12182.15,0,12.396866956967548
15636860,André Costa Araújo,Sin Registro,85796-9,1981-02-19,Marseille,France,Male,43,625,4,122351.29,111563.24,1,1,0,71216.6,0,12.407798792914562
15633461,Rodrigo Santos Gomes,rodrigo.santos@hotmail.com,02651-4,1986-05-19,Munich,Germany,Male,38,639,5,130170.82,241347.83,1,1,1,149599.62,0,12.469750047469923
15747677,Fernando Henrique Costa,fernando.henrique@terra.com.br,68958-3,1955-03-21,Sevilla,Spain,Male,69,656,6,92350.36,187162.31,1,1,1,36108.5,0,12.126492064422365
15749905,Letícia Ferreira Silva,leticia.ferreira@hotmail.com,62428-6,1977-11-17,Bilbao,Spain,Female,47,698,6,0.0,0.0,1,1,0,50213.81,1,0.0
15672152,Thiago Alves Pereira,thiago.alves@gmail.com,82502-5,1987-06-11,Cologne,Germany,Male,37,850,9,122506.38,260135.81,1,0,1,199693.84,1,12.409065569819974
15567980,Renata Souza Ribeiro,renata.souza@yahoo.com.br,75633-3,1978-12-11,Hamburg,Germany,Female,46,537,5,100727.5,136598.57,1,0,1,140857.76,1,12.213321310390725
15692235,Débora Ribeiro Lima,debora.ribeiro@outlook.com,36515-5,1986-08-14,Toulouse,France,Female,38,750,1,0.0,0.0,2,1,0,47764.99,0,0.0
15709447,Mariana Costa Santos,mariana.costa@terra.com.br,78409-3,1998-06-12,Toulouse,France,Female,26,584,0,146286.22,222884.59,1,1,0,105105.35,0,12.58646757312318
15722037,Lucas Ferreira Lima,lucas.ferreira@terra.com.br,93981-2,1988-06-05,Munich,Germany,Male,36,610,7,115462.02,319611.33,1,0,1,42581.04,0,12.349844104277029
15647306,Letícia Ferreira Silva,leticia.ferreira@terra.com.br,89794-2,1995-09-01,Lyon,France,Female,29,777,9,131240.61,75810.11,1,1,1,163746.09,1,12.477934815611874
15786249,Ricardo Borges Silva,ricardo.borges@terra.com.br,11333-9,1994-08-19,Valencia,Spain,Male,30,616,2,0.0,0.0,2,1,0,199099.51,0,0.0
15743871,André Costa Araújo,andre.costa@yahoo.com.br,45882-8,1965-12-07,Nantes,France,Male,59,567,3,0.0,0.0,2,1,0,25843.7,1,0.0
15578835,Mariana Costa Santos,mariana.costa@outlook.com,06621-3,1974-04-08,Zaragoza,Spain,Female,50,675,1,133204.91,90695.35,1,0,1,8270.06,0,12.492791078844942
15572428,Mariana Costa Santos,mariana.costa@yahoo.com.br,73535-0,1991-05-09,Berlin,Germany,Female,33,717,0,115777.23,223258.88,1,1,1,100240.2,0,12.352570373240646
15631838,Lucas Ferreira Lima,lucas.ferreira@hotmail.com,87800-3,1963-03-22,Lyon,France,Male,61,606,5,-108166.09,57954.11,2,0,1,8643.21,0,-12.284570375746384
15669516,Thiago Alves Pereira,thiago.alves@yahoo.com.br,61818-1,1988-12-04,Valencia,Spain,Male,36,746,2,0.0,0.0,2,1,1,16436.56,0,0.0
15570004,João Pedro Souza,joao.pedro@terra.com.br,25753-8,1993-12-14,Nice,France,Male,31,850,3,0.0,0.0,2,1,0,121866.87,0,0.0
15679813,Bruno Souza Martins,bruno.souza@yahoo.com.br,41457-2,1996-10-25,Bilbao,Spain,Male,28,727,1,0.0,0.0,1,1,0,40357.39,0,0.0
15703399,Elaine Pinto Mendes,elaine.pinto@outlook.com,55512-9,1998-09-02,Toulouse,France,Female,26,756,5,101641.14,256096.53,2,0,1,154460.68,0,12.222350834012015
15797787,João Pedro Souza,joao.pedro@yahoo.com.br,34205-5,1988-12-22,Lyon,France,Male,36,614,1,118311.76,94991.17,1,1,0,146134.68,0,12.374225633887631
15679453,Cristiane Moreira Pinto,cristiane.moreira@yahoo.com.br,24825-4,1985-10-28,Frankfurt,Germany,Female,39,614,8,125997.22,193541.12,1,1,1,128049.34,1,12.437162302773842
15802009,Ana Clara Souza,ana.clara@uol.com.br,81627-1,1991-01-16,Lyon,France,Female,33,770,6,0.0,0.0,2,1,1,100240.2,0,0.0
15595221,Juliana Alves Pereira,juliana.alves@outlook.com,36685-1,1991-06-11,Cologne,Germany,Female,33,850,7,134678.13,156578.96,1,1,0,100240.2,0,12.503790168988461
15709741,Carlos Eduardo Silva,carlos.eduardo@gmail.com,33800-9,1996-08-06,Paris,France,Male,28,668,4,107141.27,145871.93,1,1,0,193018.71,0,12.275050703595852
15634245,Letícia Ferreira Silva,leticia.ferreira@gmail.com,28608-9,1977-12-25,Munich,Germany,Female,47,758,9,95523.16,272200.92,1,1,0,73294.48,0,12.160271190743625
15802478,Bruno Souza Martins,bruno.souza@yahoo.com.br,66993-2,1993-10-05,Madrid,Spain,Male,31,767,6,0.0,0.0,2,1,1,195668.0,0,0.0
15694946,Rodrigo Santos Gomes,rodrigo.santos@uol.com.br,74787-7,1989-02-22,Bordeaux,France,Male,35,663,9,0.0,0.0,2,1,1,100240.2,0,0.0
15746258,Leandro Nunes Ferreira,leandro.nunes@uol.com.br,94006-4,1995-01-02,Paris,France,Male,29,622,7,-101486.96,149788.78,1,1,1,100240.2,0,-12.220832776888443
15763579,Patrícia Rocha Alves,patricia.rocha@yahoo.com.br,12396-4,1988-08-20,Frankfurt,Germany,Female,36,702,2,105264.88,65017.17,2,1,1,52909.87,0,12.257382299806462
15676242,André Costa Araújo,andre.costa@gmail.com,37245-5,1993-12-14,Zaragoza,Spain,Male,31,632,3,136556.44,238009.26,1,1,0,82152.83,1,12.517640468574745
15752915,Larissa Pereira Gomes,larissa.pereira@hotmail.com,38537-1,1990-07-05,Toulouse,France,Female,34,488,2,0.0,0.0,2,1,1,181270.84,0,0.0
15790594,Natália Santos Martins,natalia.santos@yahoo.com.br,90111-8,1997-03-24,Paris,France,Female,27,535,6,0.0,0.0,2,0,1,49775.58,0,0.0
15584704,Ricardo Borges Silva,Formato Inválido,90038-0,1976-01-26,Bordeaux,France,Male,48,519,10,71083.98,121781.2,1,1,0,100240.2,0,11.864764454557491
15629150,Elaine Pinto Mendes,elaine.pinto@gmail.com,15162-6,1987-06-14,Lyon,France,Female,37,721,1,0.0,0.0,2,1,0,70810.8,0,0.0
15571305,Ana Clara Souza,ana.clara@yahoo.com.br,72616-9,1989-01-23,Hamburg,Germany,Female,35,588,1,103060.63,169854.19,1,1,0,179866.01,1,12.23621991539093
15701741,Débora Ribeiro Lima,debora.ribeiro@hotmail.com,92931-3,1985-12-27,Nice,France,Female,39,711,3,152462.79,300273.71,1,1,0,90305.97,0,12.62782302582746
15731478,Amanda Oliveira Rocha,Sin Registro,29202-5,1982-05-24,Nice,France,Female,42,712,1,87842.98,196537.93,1,0,0,92223.59,0,12.076453362079013
15752885,Felipe Lima Santos,felipe.lima@outlook.com,41015-6,1982-02-02,Paris,France,Male,42,529,1,157498.9,435208.44,1,1,1,82276.62,0,12.660320933666474
15637131,André Costa Araújo,andre.costa@outlook.com,99533-8,1986-10-05,Nice,France,Male,38,829,9,0.0,0.0,2,1,0,100240.2,0,0.0
15777122,Débora Ribeiro Lima,Sin Registro,89305-4,1993-04-08,Paris,France,Female,31,553,4,0.0,0.0,2,1,1,89087.4,0,0.0
15618213,Cristiane Moreira Pinto,Sin Registro,45604-5,1992-02-10,Lyon,France,Female,32,674,7,85757.93,112134.36,1,1,1,100240.2,0,12.052431019480396
15777452,Amanda Oliveira Rocha,Formato Inválido,06049-9,1978-03-08,Marseille,France,Female,46,587,6,88820.29,230453.43,1,0,0,100240.2,0,12.087517574462796
15739123,Alexandre Moreira Dias,alexandre.moreira@yahoo.com.br,59371-5,1974-08-14,Berlin,Germany,Male,50,737,4,127552.85,131144.39,2,1,0,4225.11,0,12.449433248074394
15644400,Rafael Oliveira Costa,rafael.oliveira@hotmail.com,86090-2,1980-07-21,Bordeaux,France,Male,44,709,9,128601.98,226639.39,1,1,0,117031.2,0,12.45762466782073
15598894,Lucas Ferreira Lima,lucas.ferreira@yahoo.com.br,75743-6,1986-07-02,Valencia,Spain,Male,38,784,10,122267.85,219872.04,1,0,0,145759.93,0,12.407116589524971
15707473,Amanda Oliveira Rocha,amanda.oliveira@gmail.com,72791-2,1976-11-26,Berlin,Germany,Female,48,850,6,111962.99,197583.52,1,1,0,111755.8,0,12.319070829819097
15695499,Ana Clara Souza,ana.clara@terra.com.br,92953-9,1979-09-04,Toulouse,France,Female,45,510,10,103821.47,229066.62,2,0,1,77878.62,0,12.243575248985676
15725355,Priscila Rocha Nunes,Formato Inválido,31269-6,1981-11-24,Bordeaux,France,Female,43,439,8,0.0,0.0,1,0,1,104889.3,0,0.0
15728963,Camila Martins Lima,Sin Registro,00358-2,1973-11-07,Cologne,Germany,Female,51,617,10,167273.71,437651.08,1,0,0,93439.75,1,12.72053391233842
15815690,Renata Souza Ribeiro,renata.souza@hotmail.com,03200-7,1984-07-03,Zaragoza,Spain,Female,40,614,3,113348.5,122659.67,1,1,1,77789.01,0,12.33136960307948
15777616,Leandro Nunes Ferreira,leandro.nunes@hotmail.com,26907-3,1996-02-16,Cologne,Germany,Male,28,605,10,113690.83,177743.25,1,1,0,33114.24,0,12.334385206229928
15721793,Débora Ribeiro Lima,debora.ribeiro@outlook.com,59176-8,1974-02-05,Munich,Germany,Female,50,510,7,123936.54,266609.1,1,1,1,23768.01,0,12.420672119968737
15730044,Vanessa Gomes Carvalho,vanessa.gomes@hotmail.com,35885-9,1982-02-27,Hamburg,Germany,Female,42,809,6,64497.94,139131.7,3,0,1,182436.81,1,11.767535744909381
15644295,Ana Clara Souza,ana.clara@hotmail.com,80821-0,1985-05-16,Zaragoza,Spain,Female,39,731,2,126816.18,278067.84,1,1,1,74850.93,0,12.443641095943903
15715907,André Costa Araújo,andre.costa@yahoo.com.br,64323-0,1960-01-12,Bordeaux,France,Male,64,699,9,113109.52,228896.28,1,1,0,27980.8,1,12.329259012439291
15619016,Marcos Pereira Rocha,Sin Registro,36354-4,1978-12-18,Frankfurt,Germany,Male,46,660,5,109019.65,126319.28,2,1,1,33680.56,0,12.292430600773992
15694717,Marcos Pereira Rocha,marcos.pereira@outlook.com,25219-1,1987-10-09,Frankfurt,Germany,Male,37,544,2,-79731.91,103037.95,1,1,1,57558.95,0,-11.979572341659873
15738497,Vinicius Araújo Lima,vinicius.araujo@gmail.com,32868-5,1980-03-11,Barcelona,Spain,Male,44,729,4,107726.93,191777.79,2,1,0,153064.87,0,12.280502058894825
15793723,Leandro Nunes Ferreira,leandro.nunes@hotmail.com,83789-5,1992-04-21,Cologne,Germany,Male,32,607,9,144272.07,365805.0,2,1,0,176580.63,0,12.572603351506158
15791114,Alexandre Moreira Dias,alexandre.moreira@uol.com.br,84745-8,1987-08-21,Nantes,France,Male,37,700,1,135179.49,391639.27,1,1,0,160670.37,0,12.507505910473407
15604813,Gustavo Pinto Ribeiro,gustavo.pinto@terra.com.br,64792-6,1984-09-03,Nantes,France,Male,40,936,7,-0.0,0.0,2,0,1,158071.69,0,-0.0
15624510,Carlos Eduardo Silva,carlos.eduardo@uol.com.br,85765-3,1972-11-23,Nice,France,Male,52,696,6,139781.06,218487.65,1,1,0,27445.4,1,12.540979800920363
15634180,Fernando Henrique Costa,fernando.henrique@gmail.com,57048-6,1998-05-05,Berlin,Germany,Male,26,729,4,97268.1,247955.11,2,1,0,39356.38,0,12.178373543001138
15666173,Letícia Ferreira Silva,leticia.ferreira@outlook.com,86381-8,1992-03-24,Stuttgart,Germany,Female,32,793,1,96408.98,236963.98,1,1,1,138191.81,0,12.16950181037393
15806184,Alexandre Moreira Dias,alexandre.moreira@hotmail.com,29059-6,1991-07-05,Madrid,Spain,Male,33,618,4,0.0,0.0,2,1,1,77550.18,0,0.0
15651740,Débora Ribeiro Lima,debora.ribeiro@terra.com,20561-4,1994-09-07,Madrid,Spain,Female,30,525,5,0.0,0.0,2,0,1,100240.2,0,0.0
15777994,Letícia Ferreira Silva,Sin Registro,71227-8,1985-09-06,Lyon,France,Female,39,718,3,0.0,0.0,2,1,1,145355.11,0,0.0
15651883,Vanessa Gomes Carvalho,vanessa.gomes@terra.com,38279-0,1969-07-14,Munich,Germany,Female,55,794,6,115796.7,262512.16,1,1,0,160526.36,1,12.352738526884236
15732175,Leandro Nunes Ferreira,Sin Registro,23136-5,1987-11-21,Paris,France,Male,37,776,2,0.0,0.0,1,0,1,8065.0,0,0.0
15644200,Larissa Pereira Gomes,larissa.pereira@uol.com.br,67680-8,1982-04-26,Valencia,Spain,Female,42,807,1,0.0,0.0,1,1,0,16500.66,1,0.0
15671779,Rodrigo Santos Gomes,rodrigo.santos@terra.com.br,29936-0,1985-05-18,Paris,France,Male,39,567,5,0.0,0.0,2,0,0,168521.72,0,0.0
15775709,Mônica Dias Borges,monica.dias@uol.com.br,43813-8,1997-11-04,Paris,France,Female,27,832,10,98590.25,58343.97,1,1,0,30912.89,0,12.19187483190567
15621768,André Costa Araújo,andre.costa@yahoo.com.br,07102-6,1979-06-21,Bilbao,Spain,Male,45,712,6,112994.65,172612.66,1,0,0,198398.68,0,12.328242932020444
15568506,Juliana Alves Pereira,juliana.alves@yahoo.com.br,29661-1,1993-05-25,Munich,Germany,Female,31,524,10,67238.98,136733.02,2,1,1,161811.23,0,11.809155598480796
15593900,Gabriel Rocha Carvalho,gabriel.rocha@outlook.com,29392-6,1986-06-15,Nantes,France,Male,38,705,1,189443.72,527146.79,1,0,1,106648.58,0,12.844994447876214
15779247,Juliana Alves Pereira,juliana.alves@hotmail.com,32030-7,2000-04-08,Sevilla,Spain,Female,24,683,8,98567.1,136330.97,1,1,0,100240.2,0,12.191639994096121
15671630,Fernanda Lima Costa,fernanda.lima@yahoo.com.br,43255-2,1984-04-17,Cologne,Germany,Female,40,796,1,99745.95,187687.53,1,1,0,177524.19,0,12.20352891300916
15748381,Silvana Costa Ferreira,silvana.costa@hotmail.com,18680-8,1995-05-04,Toulouse,France,Female,29,613,6,185709.28,376165.82,2,1,1,77242.19,0,12.82508489973423
15716284,Fernando Henrique Costa,fernando.henrique@hotmail.com,58477-2,1981-01-04,Toulouse,France,Male,43,543,9,0.0,0.0,2,1,1,78858.07,0,0.0
15699772,Débora Ribeiro Lima,debora.ribeiro@gmail.com,52937-0,1984-09-06,Munich,Germany,Female,40,428,3,129248.11,256248.7,2,1,0,72876.43,1,12.462636350014687
15759805,Vanessa Gomes Carvalho,vanessa.gomes@yahoo.com.br,84795-2,1992-10-25,Marseille,France,Female,32,582,4,0.0,0.0,2,1,0,59668.81,0,0.0
